Price,,,,,
Date,Close,High,Low,Open,Volume
08/02/2023,1.072972894,1.076020837,1.071684957,1.072972894,0
09/02/2023,1.071581602,1.079039693,1.071156979,1.071581602,0
10/02/2023,1.07422924,1.075176358,1.066928387,1.07422924,0
13/02/2023,1.067771435,1.072501063,1.065723181,1.067771435,0
14/02/2023,1.073041916,1.07984364,1.070996404,1.073041916,0
15/02/2023,1.07357192,1.07446003,1.066598415,1.07357192,0
16/02/2023,1.06917572,1.072225094,1.06557548,1.06917572,0
17/02/2023,1.066575646,1.068147779,1.061379552,1.066575646,0
20/02/2023,1.06844449,1.07054925,1.067156076,1.06844449,0
21/02/2023,1.068261981,1.069564462,1.064486623,1.068261981,0
22/02/2023,1.065200925,1.066552877,1.061909318,1.065200925,0
23/02/2023,1.060580373,1.063038111,1.058201075,1.060580373,0
24/02/2023,1.059804797,1.061424613,1.053774118,1.059804797,0
27/02/2023,1.055475831,1.061864257,1.053352237,1.055475831,0
28/02/2023,1.06112051,1.064500213,1.058234692,1.06112051,0
01/03/2023,1.057730913,1.069107056,1.056568623,1.057730913,0
02/03/2023,1.066894293,1.067270041,1.058346629,1.066894293,0
03/03/2023,1.05997324,1.0629251,1.059131265,1.05997324,0
06/03/2023,1.062620163,1.069381475,1.062304139,1.062620163,0
07/03/2023,1.068832874,1.069633126,1.057160616,1.068832874,0
08/03/2023,1.05507493,1.057328343,1.052664757,1.05507493,0
09/03/2023,1.054952502,1.058649182,1.053851843,1.054952502,0
10/03/2023,1.058469892,1.069862008,1.057574391,1.058469892,0
13/03/2023,1.06836462,1.073721766,1.065235019,1.06836462,0
14/03/2023,1.072501063,1.074714065,1.067965269,1.072501063,0
15/03/2023,1.072765708,1.076009274,1.052033544,1.072765708,0
16/03/2023,1.058335423,1.063456416,1.05550921,1.058335423,0
17/03/2023,1.061413407,1.0669626,1.061210632,1.061413407,0
20/03/2023,1.067885518,1.073053479,1.063241601,1.067885518,0
21/03/2023,1.071914792,1.078725338,1.07049191,1.071914792,0
22/03/2023,1.077423692,1.080146909,1.075951457,1.077423692,0
23/03/2023,1.087039232,1.092899799,1.086861968,1.087039232,0
24/03/2023,1.08350575,1.083900332,1.071891785,1.08350575,0
27/03/2023,1.077818513,1.079599977,1.074806571,1.077818513,0
28/03/2023,1.080707192,1.084899902,1.080403566,1.080707192,0
29/03/2023,1.083952069,1.087199926,1.082134008,1.083952069,0
30/03/2023,1.084363461,1.09239471,1.082696319,1.084363461,0
31/03/2023,1.09046495,1.092585683,1.086059332,1.09046495,0
03/04/2023,1.080333591,1.091572046,1.078934908,1.080333591,0
04/04/2023,1.091226578,1.097164869,1.088387966,1.091226578,0
05/04/2023,1.096010566,1.096924186,1.090536237,1.096010566,0
06/04/2023,1.090334177,1.093015671,1.088553905,1.090334177,0
