Date,Close,High,Low,Open,Volume
26/09/2022,232.9595795,236.8839355,232.4199775,232.5671499,27694200
27/09/2022,231.9392548,237.2273239,230.0653712,235.4417347,27018700
28/09/2022,236.5111237,237.7472904,230.2910083,232.3316751,29029700
29/09/2022,233.0086365,235.4123015,229.9770751,234.3723496,27484200
30/09/2022,228.4956207,235.99114,228.3288374,233.7836898,35694800
03/10/2022,236.1873627,237.0409053,230.22234,230.9581567,28880400
04/10/2022,244.1734467,245.6254543,240.3471904,240.4551108,34888400
05/10/2022,244.487381,245.8412886,239.483836,241.3380936,20347100
06/10/2022,242.1229401,245.6058089,241.4263753,243.2413809,20239900
07/10/2022,229.8102875,236.7563992,228.7605151,236.3443287,37769600
10/10/2022,224.9146423,230.1242223,222.442294,228.6427833,29743600
11/10/2022,221.1472778,224.7282467,219.8718591,223.3154762,30474000
12/10/2022,221.4808502,223.5509487,219.7247074,221.1374631,21903900
13/10/2022,229.8102875,231.6351136,214.9860324,215.6924177,42551800
14/10/2022,224.2376709,232.7535301,224.0218301,231.0856671,30198600
17/10/2022,233.0380859,234.4410511,230.6932837,231.360432,28142300
18/10/2022,233.9897461,239.3170526,230.9189325,238.6401137,26329600
19/10/2022,232.0079193,235.0787326,229.859332,232.5573267,19985700
20/10/2022,231.6841736,236.7465967,230.4283808,231.3113699,21811000
21/10/2022,237.541275,238.4046382,230.0653813,230.300848,26299700
24/10/2022,242.5742645,243.1531035,236.7367877,239.1502584,24911200
25/10/2022,245.9197693,246.2925729,241.1811077,242.5840577,34775500
26/10/2022,226.9455109,233.7935078,225.7093292,226.7983385,82543200
27/10/2022,222.4619293,229.2706893,221.5102718,226.6707945,40424600
28/10/2022,231.4094696,232.1256754,221.7751829,221.9615922,40647700
31/10/2022,227.7401886,230.4774203,226.7787106,229.3393534,28357300
01/11/2022,223.8550568,231.2819071,223.0309457,230.1634663,30592300
02/11/2022,215.9377136,226.9259084,215.8788357,225.1207081,38407000
03/11/2022,210.1983032,216.2418146,209.933405,215.927859,36633900
04/11/2022,217.2032776,217.3994924,209.3938031,213.4358997,36789100
07/11/2022,223.5607605,224.090557,217.0953872,217.791967,33498000
08/11/2022,224.5418243,227.2692504,221.569126,224.375041,28192500
09/11/2022,220.264267,224.3063635,220.0876781,223.0701819,27852900
10/11/2022,238.3849945,238.7283816,230.5559087,230.9777698,46268000
11/11/2022,242.4368896,243.3002527,237.3548411,238.394808,34620200
14/11/2022,236.9820709,239.2974418,234.6863261,237.4137525,31123300
15/11/2022,237.3940887,242.3289648,235.4907738,241.0143093,31390100
16/11/2022,237.8270111,239.863596,236.5381648,238.8698939,24093300
17/11/2022,237.7778015,239.3224593,233.7932053,233.9407773,23123500
18/11/2022,237.3252258,239.8045417,235.1705835,239.5782445,27613500
21/11/2022,238.1418304,240.7195228,237.2957155,237.5318308,26394700
22/11/2022,241.0736847,241.3491625,236.8234443,239.6569329,19665700
23/11/2022,243.5825653,244.2712601,240.3260111,241.1524448,19508500
25/11/2022,243.493988,244.6844428,242.7462495,243.3168865,9200800
28/11/2022,237.8564911,242.6675356,236.9119998,242.1067467,24778200
29/11/2022,236.4496155,238.8698877,234.36385,237.5023314,17956300
30/11/2022,251.0204926,251.2074272,235.9872056,236.6857485,47594200
01/12/2022,250.5777283,251.984632,246.8685952,249.7709609,26041500
02/12/2022,250.90242,251.9256215,245.6584771,245.7863829,21528500
05/12/2022,246.1602325,249.7217937,244.0547859,247.9410056,23435300
06/12/2022,241.1622772,247.7934583,239.8439165,246.7702568,22463700
07/12/2022,240.4243622,242.185469,238.2992493,240.8769416,20481500
08/12/2022,243.405426,244.7238015,239.1355041,240.8867627,22611800
09/12/2022,241.4574127,244.3007498,240.2177623,240.7490367,20609700
12/12/2022,248.4329529,248.4624673,243.1791764,243.4546543,30665100
13/12/2022,252.7717438,259.6587207,248.9839005,257.4647158,42196900
14/12/2022,253.0669098,258.3502006,250.2038912,252.9783665,35410900
15/12/2022,244.9894409,250.0956448,243.3464068,249.6233991,35560400
16/12/2022,240.739212,245.8060536,239.5782566,244.5368887,86102000
19/12/2022,236.5676575,241.2508114,234.8557614,240.9064566,29696400
20/12/2022,237.8958588,238.9879371,234.570428,235.5346006,25150800
21/12/2022,240.4833984,241.654187,236.2331575,237.7876484,23690600
22/12/2022,234.344162,238.0828098,230.0939059,237.3645856,28651700
23/12/2022,234.8754272,235.0131662,230.1627739,232.2977349,21207000
27/12/2022,233.1340179,235.0721962,232.0222583,234.8459141,16688600
28/12/2022,230.7432556,235.8494598,230.3890676,233.0651514,17457100
29/12/2022,237.1186218,238.0139325,231.8451643,231.8451643,19770700
30/12/2022,235.9478455,236.0855844,232.8388636,234.3638401,21938500
